Hash ID,Add Item,Category,Name,Quality,Description
Items.ma_wat_lch_11_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_11_onscreen_02"",1)",,,,
Items.ma_wat_lch_12_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_12_onscreen_01"",1)",,,,
Items.ma_wat_lch_12_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_12_onscreen_02"",1)",,,,
Items.ma_wat_lch_12_onscreen_03,"Game.AddToInventory(""Items.ma_wat_lch_12_onscreen_03"",1)",,,,
Items.ma_wat_lch_13_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_13_onscreen_01"",1)",,,,
Items.ma_wat_lch_13_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_13_onscreen_02"",1)",,,,
Items.ma_wat_lch_14_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_14_onscreen_01"",1)",,,,
Items.ma_wat_lch_14_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_14_onscreen_02"",1)",,,,
Items.ma_wat_lch_15_crackable_shard,"Game.AddToInventory(""Items.ma_wat_lch_15_crackable_shard"",1)",,,,
Items.ma_wat_lch_15_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_15_onscreen_01"",1)",,,,
Items.ma_wat_lch_16_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_16_onscreen_01"",1)",,,,
Items.ma_wat_lch_16_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_16_onscreen_02"",1)",,,,
Items.ma_wat_nid_01_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_01_onscreen"",1)",,,,
Items.ma_wat_nid_02_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_02_onscreen"",1)",,,,
Items.ma_wat_nid_03_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_03_onscreen"",1)",,,,
Items.ma_wat_nid_04_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_04_onscreen"",1)",,,,
Items.ma_wat_nid_04_onscreen_02,"Game.AddToInventory(""Items.ma_wat_nid_04_onscreen_02"",1)",,,,
Items.ma_wat_nid_06_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_06_onscreen"",1)",,,,
Items.ma_wat_nid_06_onscreen_02,"Game.AddToInventory(""Items.ma_wat_nid_06_onscreen_02"",1)",,,,
Items.ma_wat_nid_07_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_07_onscreen"",1)",,,,
Items.ma_wat_nid_07_onscreen_02,"Game.AddToInventory(""Items.ma_wat_nid_07_onscreen_02"",1)",,,,
Items.ma_wat_nid_07_onscreen_03,"Game.AddToInventory(""Items.ma_wat_nid_07_onscreen_03"",1)",,,,
Items.ma_wat_nid_08_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_08_onscreen"",1)",,,,
Items.ma_wat_nid_09_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_09_onscreen"",1)",,,,
Items.ma_wat_nid_09_onscreen_02,"Game.AddToInventory(""Items.ma_wat_nid_09_onscreen_02"",1)",,,,
Items.ma_wat_nid_10_crackable_shard,"Game.AddToInventory(""Items.ma_wat_nid_10_crackable_shard"",1)",,,,
Items.ma_wat_nid_10_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_10_onscreen"",1)",,,,
Items.ma_wat_nid_12_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_12_onscreen"",1)",,,,
Items.ma_wat_nid_12_onscreen_02,"Game.AddToInventory(""Items.ma_wat_nid_12_onscreen_02"",1)",,,,
Items.ma_wat_nid_12_shard,"Game.AddToInventory(""Items.ma_wat_nid_12_shard"",1)",,,,
Items.ma_wat_nid_13_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_13_onscreen"",1)",,,,
Items.ma_wat_nid_13_onscreen_02,"Game.AddToInventory(""Items.ma_wat_nid_13_onscreen_02"",1)",,,,
Items.ma_wat_nid_13_shard,"Game.AddToInventory(""Items.ma_wat_nid_13_shard"",1)",,,,
Items.ma_wat_nid_14_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_14_onscreen"",1)",,,,
Items.ma_wat_nid_14_onscreen_02,"Game.AddToInventory(""Items.ma_wat_nid_14_onscreen_02"",1)",,,,
Items.ma_wat_nid_15_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_15_onscreen"",1)",,,,
Items.ma_wat_nid_15_onscreen_02,"Game.AddToInventory(""Items.ma_wat_nid_15_onscreen_02"",1)",,,,
Items.ma_wat_nid_16_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_16_onscreen"",1)",,,,
Items.ma_wat_nid_16_onscreen_02,"Game.AddToInventory(""Items.ma_wat_nid_16_onscreen_02"",1)",,,,
Items.ma_wat_nid_16_shard,"Game.AddToInventory(""Items.ma_wat_nid_16_shard"",1)",,,,
Items.ma_wat_nid_17_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_17_onscreen"",1)",,,,
Items.ma_wat_nid_19_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_19_onscreen"",1)",,,,
Items.ma_wat_nid_19_onscreen_02,"Game.AddToInventory(""Items.ma_wat_nid_19_onscreen_02"",1)",,,,
Items.ma_wat_nid_20_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_20_onscreen"",1)",,,,
Items.ma_wat_nid_20_onscreen_02,"Game.AddToInventory(""Items.ma_wat_nid_20_onscreen_02"",1)",,,,
Items.ma_wat_nid_20_shard,"Game.AddToInventory(""Items.ma_wat_nid_20_shard"",1)",,,,
Items.ma_wat_nid_21_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_21_onscreen"",1)",,,,
Items.ma_wat_nid_22_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_22_onscreen"",1)",,,,
Items.ma_wat_nid_23_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_23_onscreen"",1)",,,,
Items.ma_wat_nid_23_onscreen_02,"Game.AddToInventory(""Items.ma_wat_nid_23_onscreen_02"",1)",,,,
Items.ma_wat_nid_26_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_26_onscreen"",1)",,,,
Items.ma_wat_nid_27_crackable_shard,"Game.AddToInventory(""Items.ma_wat_nid_27_crackable_shard"",1)",,,,
Items.ma_wat_nid_30_onscreen,"Game.AddToInventory(""Items.ma_wat_nid_30_onscreen"",1)",,,,
Items.ma_wat_nid_30_shard,"Game.AddToInventory(""Items.ma_wat_nid_30_shard"",1)",,,,
Items.ma_wbr_hil_01_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_hil_01_onscreen_01"",1)",,,,
Items.ma_wbr_hil_01_onscreen_02,"Game.AddToInventory(""Items.ma_wbr_hil_01_onscreen_02"",1)",,,,
Items.ma_wbr_hil_01_onscreen_03,"Game.AddToInventory(""Items.ma_wbr_hil_01_onscreen_03"",1)",,,,
Items.ma_wbr_hil_02_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_hil_02_onscreen_01"",1)",,,,
Items.ma_wbr_hil_02_onscreen_02,"Game.AddToInventory(""Items.ma_wbr_hil_02_onscreen_02"",1)",,,,
Items.ma_wbr_hil_02_onscreen_03,"Game.AddToInventory(""Items.ma_wbr_hil_02_onscreen_03"",1)",,,,
Items.ma_wbr_hil_02_onscreen_04,"Game.AddToInventory(""Items.ma_wbr_hil_02_onscreen_04"",1)",,,,
Items.ma_wbr_hil_03_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_hil_03_onscreen_01"",1)",,,,
Items.ma_wbr_hil_03_onscreen_02,"Game.AddToInventory(""Items.ma_wbr_hil_03_onscreen_02"",1)",,,,
Items.ma_wbr_hil_04_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_hil_04_onscreen_01"",1)",,,,
Items.ma_wbr_hil_04_onscreen_02,"Game.AddToInventory(""Items.ma_wbr_hil_04_onscreen_02"",1)",,,,
Items.ma_wbr_hil_04_onscreen_03,"Game.AddToInventory(""Items.ma_wbr_hil_04_onscreen_03"",1)",,,,
Items.ma_wbr_hil_05_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_hil_05_onscreen_01"",1)",,,,
Items.ma_wbr_hil_05_onscreen_01_shard,"Game.AddToInventory(""Items.ma_wbr_hil_05_onscreen_01_shard"",1)",,,,
Items.ma_wbr_hil_05_onscreen_02,"Game.AddToInventory(""Items.ma_wbr_hil_05_onscreen_02"",1)",,,,
Items.ma_wbr_hil_06_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_hil_06_onscreen_01"",1)",,,,
Items.ma_wbr_hil_06_onscreen_02,"Game.AddToInventory(""Items.ma_wbr_hil_06_onscreen_02"",1)",,,,
Items.ma_wbr_hil_06_onscreen_03,"Game.AddToInventory(""Items.ma_wbr_hil_06_onscreen_03"",1)",,,,
Items.ma_wbr_jpn_01_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_jpn_01_onscreen_01"",1)",,,,
Items.ma_wbr_jpn_01_shard,"Game.AddToInventory(""Items.ma_wbr_jpn_01_shard"",1)",,,,
Items.ma_wbr_jpn_04_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_jpn_04_onscreen_01"",1)",,,,
Items.ma_wbr_jpn_04_shard,"Game.AddToInventory(""Items.ma_wbr_jpn_04_shard"",1)",,,,
Items.ma_wbr_jpn_06_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_jpn_06_onscreen_01"",1)",,,,
Items.ma_wbr_jpn_06_shard,"Game.AddToInventory(""Items.ma_wbr_jpn_06_shard"",1)",,,,
Items.ma_wbr_jpn_07_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_jpn_07_onscreen_01"",1)",,,,
Items.ma_wbr_jpn_07_shard,"Game.AddToInventory(""Items.ma_wbr_jpn_07_shard"",1)",,,,
Items.ma_wbr_jpn_08_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_jpn_08_onscreen_01"",1)",,,,
Items.ma_wbr_jpn_09_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_jpn_09_onscreen_01"",1)",,,,
Items.ma_wbr_jpn_09_onscreen_02,"Game.AddToInventory(""Items.ma_wbr_jpn_09_onscreen_02"",1)",,,,
Items.ma_wbr_jpn_09_shard_A,"Game.AddToInventory(""Items.ma_wbr_jpn_09_shard_A"",1)",,,,
Items.ma_wbr_jpn_09_shard_B,"Game.AddToInventory(""Items.ma_wbr_jpn_09_shard_B"",1)",,,,
Items.ma_wbr_jpn_12_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_jpn_12_onscreen_01"",1)",,,,
Items.ma_wbr_jpn_12_onscreen_02,"Game.AddToInventory(""Items.ma_wbr_jpn_12_onscreen_02"",1)",,,,
Items.ma_wbr_jpn_12_shard_B,"Game.AddToInventory(""Items.ma_wbr_jpn_12_shard_B"",1)",,,,
Items.ma_wbr_jpn_13_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_jpn_13_onscreen_01"",1)",,,,
Items.ma_wbr_jpn_13_shard,"Game.AddToInventory(""Items.ma_wbr_jpn_13_shard"",1)",,,,
Items.ma_wbr_jpn_15_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_jpn_15_onscreen_01"",1)",,,,
Items.ma_wbr_jpn_15_shard,"Game.AddToInventory(""Items.ma_wbr_jpn_15_shard"",1)",,,,
Items.ma_wbr_jpn_16_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_jpn_16_onscreen_01"",1)",,,,
Items.ma_wbr_jpn_16_onscreen_02,"Game.AddToInventory(""Items.ma_wbr_jpn_16_onscreen_02"",1)",,,,
Items.ma_wbr_jpn_16_shard_A,"Game.AddToInventory(""Items.ma_wbr_jpn_16_shard_A"",1)",,,,
Items.ma_wbr_jpn_16_shard_B,"Game.AddToInventory(""Items.ma_wbr_jpn_16_shard_B"",1)",,,,
Items.ma_wbr_jpn_17_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_jpn_17_onscreen_01"",1)",,,,
Items.ma_wbr_jpn_17_onscreen_02,"Game.AddToInventory(""Items.ma_wbr_jpn_17_onscreen_02"",1)",,,,
Items.ma_wbr_jpn_17_shard_A,"Game.AddToInventory(""Items.ma_wbr_jpn_17_shard_A"",1)",,,,
Items.ma_wbr_jpn_17_shard_B,"Game.AddToInventory(""Items.ma_wbr_jpn_17_shard_B"",1)",,,,
Items.ma_wbr_jpn_19_onscreen_01,"Game.AddToInventory(""Items.ma_wbr_jpn_19_onscreen_01"",1)",,,,
Items.ma_wbr_jpn_19_onscreen_02,"Game.AddToInventory(""Items.ma_wbr_jpn_19_onscreen_02"",1)",,,,
Items.ma_wbr_jpn_19_shard_A,"Game.AddToInventory(""Items.ma_wbr_jpn_19_shard_A"",1)",,,,
Items.ma_wbr_jpn_19_shard_B,"Game.AddToInventory(""Items.ma_wbr_jpn_19_shard_B"",1)",,,,
Items.ma_wbr_nok_01_crackable_shard,"Game.AddToInventory(""Items.ma_wbr_nok_01_crackable_shard"",1)",,,,
Items.ma_wbr_nok_01_shard,"Game.AddToInventory(""Items.ma_wbr_nok_01_shard"",1)",,,,
Items.ma_wbr_nok_02_shard,"Game.AddToInventory(""Items.ma_wbr_nok_02_shard"",1)",,,,
Items.ma_wbr_nok_03_crackable_shard,"Game.AddToInventory(""Items.ma_wbr_nok_03_crackable_shard"",1)",,,,
Items.ma_wbr_nok_04_shard,"Game.AddToInventory(""Items.ma_wbr_nok_04_shard"",1)",,,,
Items.ma_wbr_nok_04_shard2,"Game.AddToInventory(""Items.ma_wbr_nok_04_shard2"",1)",,,,
Items.ma_wbr_nok_05_shard,"Game.AddToInventory(""Items.ma_wbr_nok_05_shard"",1)",,,,
Items.ma_wbr_nok_05_shard2,"Game.AddToInventory(""Items.ma_wbr_nok_05_shard2"",1)",,,,
Items.ma_wbr_nok_05_shard3,"Game.AddToInventory(""Items.ma_wbr_nok_05_shard3"",1)",,,,
Items.MadnessLvl4Program,"Game.AddToInventory(""Items.MadnessLvl4Program"",1)",Quickhack,Cyberpsychosis,Legendary,"Leathal. Induces a cyberpyschosis-like state in the target, causing them to attack both enemies and allies. Sets the status of drones, mechs and robots to friendly, making them turn against your enemies. If no other allies are nearby, the target will commit suicide. Passive While Equipped: under the effect of any quickhack will no longer try to avoid inflicting friendly fire."
Items.MaelstromJunkItem1,"Game.AddToInventory(""Items.MaelstromJunkItem1"",1)",,,,
Items.MaelstromJunkItem2,"Game.AddToInventory(""Items.MaelstromJunkItem2"",1)",,,,
Items.MaelstromJunkItem3,"Game.AddToInventory(""Items.MaelstromJunkItem3"",1)",,,,
Items.MantisBlades,"Game.AddToInventory(""Items.MantisBlades"",1)",Cyberware - Arms,Mantis Blades,Rare,Arm blades designed with lethality and concealment in mind. As effective as they are flashy.
Items.MantisBladesEdgeBase,"Game.AddToInventory(""Items.MantisBladesEdgeBase"",1)",Unused,,,
Items.MantisBladesEpic,"Game.AddToInventory(""Items.MantisBladesEpic"",1)",Cyberware - Arms,Mantis Blades,Epic,Arm blades designed with lethality and concealment in mind. As effective as they are flashy.
Items.MantisBladesLegendary,"Game.AddToInventory(""Items.MantisBladesLegendary"",1)",Cyberware - Arms,Mantis Blades,Legendary,Arm blades designed with lethality and concealment in mind. As effective as they are flashy.
Items.MantisBladesPartBase,"Game.AddToInventory(""Items.MantisBladesPartBase"",1)",Unusable,,,
Items.MantisBladesRotorBase,"Game.AddToInventory(""Items.MantisBladesRotorBase"",1)",Unusable,,,
Items.Mask,"Game.AddToInventory(""Items.Mask"",1)",Unusable,,,
Items.Mask_02_basic_01,"Game.AddToInventory(""Items.Mask_02_basic_01"",1)",Clothing - Face,Titanium-Reinforced Gas Mask,,
Items.Mask_02_basic_02,"Game.AddToInventory(""Items.Mask_02_basic_02"",1)",Clothing - Face,Makeshift Maelstrom Gas Mask,,
Items.Mask_02_old_01,"Game.AddToInventory(""Items.Mask_02_old_01"",1)",Clothing - Face,Old Plastic Gas Mask,,
Items.Mask_02_old_02,"Game.AddToInventory(""Items.Mask_02_old_02"",1)",Clothing - Face,Plastic Gas Mask With Filter,,
Items.Mask_02_old_03,"Game.AddToInventory(""Items.Mask_02_old_03"",1)",Clothing - Face,Carbon Gas Mask With Filter,,
Items.Mask_02_rich_01,"Game.AddToInventory(""Items.Mask_02_rich_01"",1)",Clothing - Face,Arctic Breath Hybrid-Polymer Tactical Gas Mask,,
Items.Mask_02_rich_02,"Game.AddToInventory(""Items.Mask_02_rich_02"",1)",Clothing - Face,Mox Gas Mask With Custom Protective Layer,,
Items.Mask_03_basic_01,"Game.AddToInventory(""Items.Mask_03_basic_01"",1)",Clothing - Face,Menpō With Durable Lining,,
Items.Mask_03_basic_02,"Game.AddToInventory(""Items.Mask_03_basic_02"",1)",Clothing - Face,Menpō With Protective Padding,,
Items.Mask_03_old_01,"Game.AddToInventory(""Items.Mask_03_old_01"",1)",Clothing - Face,Weathered Menpō,,
Items.Mask_03_old_02,"Game.AddToInventory(""Items.Mask_03_old_02"",1)",Clothing - Face,Menpō With Reactive Layer,,
Items.Mask_03_rich_01,"Game.AddToInventory(""Items.Mask_03_rich_01"",1)",Clothing - Face,Jigoku No Oni Reinforced-Composite Menpō,,
Items.Mask_03_rich_02,"Game.AddToInventory(""Items.Mask_03_rich_02"",1)",Clothing - Face,Akai Oni Titanium Boostknit Menpō,,
Items.MediumChargedBattery,"Game.AddToInventory(""Items.MediumChargedBattery"",1)",Mod - Cyberware,"Battery, Medium-Capacity",Epic,Increases max charge and charge damage by 25%
Items.MediumChargedWiresBattery,"Game.AddToInventory(""Items.MediumChargedWiresBattery"",1)",Mod - Cyberware,"Monowire Battery, Medium-Capacity",Epic,Increases charge damage by 25%
Items.MediumQualityAlcohol,"Game.AddToInventory(""Items.MediumQualityAlcohol"",1)",Unused,,,
Items.MediumQualityAlcohol1,"Game.AddToInventory(""Items.MediumQualityAlcohol1"",1)",Consumable - Drink,,,
Items.MediumQualityAlcohol2,"Game.AddToInventory(""Items.MediumQualityAlcohol2"",1)",Consumable - Drink,,,
Items.MediumQualityAlcohol3,"Game.AddToInventory(""Items.MediumQualityAlcohol3"",1)",Consumable - Drink,,,
Items.MediumQualityAlcohol4,"Game.AddToInventory(""Items.MediumQualityAlcohol4"",1)",Consumable - Drink,,,
Items.MediumQualityAlcohol5,"Game.AddToInventory(""Items.MediumQualityAlcohol5"",1)",Consumable - Drink,,,
Items.MediumQualityAlcohol6,"Game.AddToInventory(""Items.MediumQualityAlcohol6"",1)",Consumable - Drink,,,
Items.MediumQualityAlcohol7,"Game.AddToInventory(""Items.MediumQualityAlcohol7"",1)",Consumable - Drink,,,
Items.MediumQualityDrink,"Game.AddToInventory(""Items.MediumQualityDrink"",1)",Unused,,,
Items.MediumQualityDrink1,"Game.AddToInventory(""Items.MediumQualityDrink1"",1)",Consumable - Drink,Nicola Fire,,
Items.MediumQualityDrink10,"Game.AddToInventory(""Items.MediumQualityDrink10"",1)",Consumable - Drink,Soulhiker,,
Items.MediumQualityDrink11,"Game.AddToInventory(""Items.MediumQualityDrink11"",1)",Consumable - Drink,Oolong Tea,,
Items.MediumQualityDrink12,"Game.AddToInventory(""Items.MediumQualityDrink12"",1)",Consumable - Drink,Tiancha Pomegranite,,
Items.MediumQualityDrink13,"Game.AddToInventory(""Items.MediumQualityDrink13"",1)",Consumable - Drink,Tiancha,,
Items.MediumQualityDrink14,"Game.AddToInventory(""Items.MediumQualityDrink14"",1)",Consumable - Drink,Soop,,
Items.MediumQualityDrink2,"Game.AddToInventory(""Items.MediumQualityDrink2"",1)",Consumable - Drink,Nicola Sakura,,
Items.MediumQualityDrink3,"Game.AddToInventory(""Items.MediumQualityDrink3"",1)",Consumable - Drink,Real Water (Still),,
Items.MediumQualityDrink4,"Game.AddToInventory(""Items.MediumQualityDrink4"",1)",Consumable - Drink,Real Water (Sparkling),,
Items.MediumQualityDrink5,"Game.AddToInventory(""Items.MediumQualityDrink5"",1)",Consumable - Drink,Naranjita Classic,,
Items.MediumQualityDrink6,"Game.AddToInventory(""Items.MediumQualityDrink6"",1)",Consumable - Drink,Naranjita Zero,,
Items.MediumQualityDrink7,"Game.AddToInventory(""Items.MediumQualityDrink7"",1)",Consumable - Drink,Chromanticore,,
Items.MediumQualityDrink8,"Game.AddToInventory(""Items.MediumQualityDrink8"",1)",Consumable - Drink,Tiancha Kumquat,,
Items.MediumQualityDrink9,"Game.AddToInventory(""Items.MediumQualityDrink9"",1)",Consumable - Drink,Tiancha Pomelo,,
Items.MediumQualityFood,"Game.AddToInventory(""Items.MediumQualityFood"",1)",Unused,,,
Items.MediumQualityFood1,"Game.AddToInventory(""Items.MediumQualityFood1"",1)",Consumable - Food,Synthsnack,,
Items.MediumQualityFood10,"Game.AddToInventory(""Items.MediumQualityFood10"",1)",Consumable - Food,Jambalaya,,
Items.MediumQualityFood11,"Game.AddToInventory(""Items.MediumQualityFood11"",1)",Consumable - Food,Mr. Whitey Mint,,
Items.MediumQualityFood12,"Game.AddToInventory(""Items.MediumQualityFood12"",1)",Consumable - Food,Burrito XXL Rosado,,
Items.MediumQualityFood13,"Game.AddToInventory(""Items.MediumQualityFood13"",1)",Consumable - Food,Burrito XXL Turquesa,,
Items.MediumQualityFood14,"Game.AddToInventory(""Items.MediumQualityFood14"",1)",Consumable - Food,Mr. Whitey Crystal,,
Items.MediumQualityFood15,"Game.AddToInventory(""Items.MediumQualityFood15"",1)",Consumable - Food,Mr. Whitey Spiced,,
Items.MediumQualityFood16,"Game.AddToInventory(""Items.MediumQualityFood16"",1)",Consumable - Food,Taco,,
Items.MediumQualityFood17,"Game.AddToInventory(""Items.MediumQualityFood17"",1)",Consumable - Food,Shwabshwab Grape,,
Items.MediumQualityFood18,"Game.AddToInventory(""Items.MediumQualityFood18"",1)",Consumable - Food,Shwabshwab Ketchup,,
Items.MediumQualityFood19,"Game.AddToInventory(""Items.MediumQualityFood19"",1)",Consumable - Food,Shwabshwab Blue,,
Items.MediumQualityFood2,"Game.AddToInventory(""Items.MediumQualityFood2"",1)",Consumable - Food,Rammmmen,,
Items.MediumQualityFood20,"Game.AddToInventory(""Items.MediumQualityFood20"",1)",Consumable - Food,Slaughterhouse Veggie,,
Items.MediumQualityFood3,"Game.AddToInventory(""Items.MediumQualityFood3"",1)",Consumable - Food,Slaughterhouse Jerky,,
Items.MediumQualityFood4,"Game.AddToInventory(""Items.MediumQualityFood4"",1)",Consumable - Food,Burrito XXL,,
Items.MediumQualityFood5,"Game.AddToInventory(""Items.MediumQualityFood5"",1)",Consumable - Food,All Foods Meat Delight,,
Items.MediumQualityFood6,"Game.AddToInventory(""Items.MediumQualityFood6"",1)",Consumable - Food,All Foods Veggie Delight,,
Items.MediumQualityFood7,"Game.AddToInventory(""Items.MediumQualityFood7"",1)",Consumable - Food,Slaughterhouse Prime,,
Items.MediumQualityFood8,"Game.AddToInventory(""Items.MediumQualityFood8"",1)",Consumable - Food,Yikes! Tofu Bar,,
Items.MediumQualityFood9,"Game.AddToInventory(""Items.MediumQualityFood9"",1)",Consumable - Food,Ave Saitan,,
Items.MediumQualityJewellery,"Game.AddToInventory(""Items.MediumQualityJewellery"",1)",,,,
Items.MediumQualityJewellery1,"Game.AddToInventory(""Items.MediumQualityJewellery1"",1)",,,,
Items.MediumQualityJewellery2,"Game.AddToInventory(""Items.MediumQualityJewellery2"",1)",,,,
Items.MediumQualityJewellery3,"Game.AddToInventory(""Items.MediumQualityJewellery3"",1)",,,,
Items.MediumQualityJewellery4,"Game.AddToInventory(""Items.MediumQualityJewellery4"",1)",,,,
Items.MediumQualityJewellery5,"Game.AddToInventory(""Items.MediumQualityJewellery5"",1)",,,,
Items.MeleeWeapon,"Game.AddToInventory(""Items.MeleeWeapon"",1)",,,,
Items.MemoryBoostCommon,"Game.AddToInventory(""Items.MemoryBoostCommon"",1)",Cyberware - Frontal Cortex,Memory Boost,,Defeating an enemy instantly removes 1 cyberdeck Ram unit(s).
Items.MemoryBoostEpic,"Game.AddToInventory(""Items.MemoryBoostEpic"",1)",Cyberware - Frontal Cortex,Memory Boost,Epic,Defeating an enemy instantly removes 4 cyberdeck Ram unit(s).
Items.MemoryBooster,"Game.AddToInventory(""Items.MemoryBooster"",1)",,,,
Items.MemoryBoostRare,"Game.AddToInventory(""Items.MemoryBoostRare"",1)",Cyberware - Frontal Cortex,Memory Boost,Rare,Defeating an enemy instantly removes 3 cyberdeck Ram unit(s).
Items.MemoryBoostUncommon,"Game.AddToInventory(""Items.MemoryBoostUncommon"",1)",Cyberware - Frontal Cortex,Memory Boost,Uncommon,Defeating an enemy instantly removes 2 cyberdeck Ram unit(s).
Items.MemoryReplenishmentEpic,"Game.AddToInventory(""Items.MemoryReplenishmentEpic"",1)",Cyberware - Frontal Cortex,Camillo Ram Manager,Epic,"When your cyberdeck's RAM reaches 2, Instantly free 20% of it. Cooldown 4min."
Items.MemoryReplenishmentLegendary,"Game.AddToInventory(""Items.MemoryReplenishmentLegendary"",1)",Cyberware - Frontal Cortex,Camillo Ram Manager,Legendary,"When your cyberdeck's RAM reaches 2, Instantly free 30% of it. Cooldown 4min."
Items.MemoryWipeLvl2Program,"Game.AddToInventory(""Items.MemoryWipeLvl2Program"",1)",Quickhack,Memory Wipe,Rare,Causes the target to exit combat state.
Items.MetalCoveredSkin,"Game.AddToInventory(""Items.MetalCoveredSkin"",1)",Cyberware - Integumentary System,Supra-Dermal Weave,Rare,Grants Immunity to Bleeding.
Items.MetalPlating,"Game.AddToInventory(""Items.MetalPlating"",1)",Mod - Cyberware,Metal Plating,Rare,Increases all Resistances by 10%
Items.MicroGeneratorCommon,"Game.AddToInventory(""Items.MicroGeneratorCommon"",1)",Cyberware - Circulatory System,Microgenerator,,"When your Health drops to 15%, Release an electroshock that deals damage equal to 20% of the target enemy's max Health."
Items.MicroGeneratorEpic,"Game.AddToInventory(""Items.MicroGeneratorEpic"",1)",Cyberware - Circulatory System,Microgenerator,Epic,"When your Health drops to 15%, Release an electroshock that deals damage equal to 40% of the target enemy's max Health. Applies Shock to enemies."
Items.MicroGeneratorLegendary,"Game.AddToInventory(""Items.MicroGeneratorLegendary"",1)",Cyberware - Circulatory System,Microgenerator,Legendary,"When your Health drops to 15%, Release an electroshock that deals damage equal to 50% of the target enemy's max Health. Applies Shock to enemies."
Items.MicroGeneratorRare,"Game.AddToInventory(""Items.MicroGeneratorRare"",1)",Cyberware - Circulatory System,Microgenerator,Rare,"When your Health drops to 15%, Release an electroshock that deals damage equal to 30% of the target enemy's max Health."
Items.MicroGeneratorUncommon,"Game.AddToInventory(""Items.MicroGeneratorUncommon"",1)",Cyberware - Circulatory System,Microgenerator,Uncommon,
Items.MicroVibrationsGeneratorEpic,"Game.AddToInventory(""Items.MicroVibrationsGeneratorEpic"",1)",Cyberware - Skeleton,Microvibration Generator,Epic,Increases base damage of melee weapons by 15%
Items.MicroVibrationsGeneratorRare,"Game.AddToInventory(""Items.MicroVibrationsGeneratorRare"",1)",Cyberware - Skeleton,Microvibration Generator,Rare,Increases base damage of melee weapons by 10%
Items.MicroVibrationsGeneratorUncommon,"Game.AddToInventory(""Items.MicroVibrationsGeneratorUncommon"",1)",Cyberware - Skeleton,Microvibration Generator,Uncommon,Increases base damage of melee weapons by 5%
